,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
3795,Manor Farm Nature Reserve,4.5,51.5709756,-0.0885266,POINT (-0.0885266 51.5709756),0.20048285899119914,"POLYGON ((531148.6825008406 169465.8364587678, 531157.9457404733 169530.4917817602, 531170.2619942195 169519.1691068353, 531180.9864858021 169509.1296974747, 531186.1759242356 169496.4887744102, 531188.4781115617 169486.2550343625, 531188.6843700511 169474.9881695772, 531170.2335080084 169451.2683070363, 531148.6825008406 169465.8364587678))"
3796,Aquarius Archery Club,4.7,51.58787599999999,-0.153908,POINT (-0.153908 51.58787599999999),1.2446523958146685,"POLYGON ((527879.3399674702 189199.3437992916, 527892.1784030325 189290.5245514393, 528022.8830053874 189291.6098024046, 528028.2356725686 189204.5601769857, 527879.3399674702 189199.3437992916))"
3797,Sun Square,4.4,51.5199356,-0.080827,POINT (-0.080827 51.5199356),0.027215147999325274,"POLYGON ((521802.7815916774 176379.7434407473, 521804.0515562569 176381.2648250248, 521819.2902138262 176383.2985410694, 521820.5430581681 176381.4703477397, 521820.0827317284 176377.1866323172, 521818.5833015991 176366.0906888967, 521817.71044835 176363.6552792892, 521815.1369829988 176362.0136807294, 521811.8865083095 176361.6577188739, 521809.4907689704 176364.2040596748, 521806.19272666 176369.6106539537, 521803.9227902408 176375.0307263635, 521802.7815916774 176379.7434407473))"
3798,Crewroom,4.5,51.4700888,-0.2210462,POINT (-0.2210462 51.4700888),0.012689538543156163,"POLYGON ((523645.2659134981 176059.6714377576, 523659.4123694668 176070.9306335166, 523663.7984947323 176065.4514484275, 523649.6520319784 176054.1922406415, 523645.2659134981 176059.6714377576))"
3799,Chas Newens Marine Chandlers,4.3,51.4681678,-0.2183435,POINT (-0.2183435 51.4681678),0.06165634475196404,"POLYGON ((523832.3450564439 175834.4913739265, 523836.6350589659 175841.5500934249, 523847.1569606184 175865.829214003, 523874.8871242501 175844.0830433425, 523867.2337902854 175835.5849597799, 523848.6178486645 175846.058727146, 523841.7802178293 175830.8820856411, 523838.7962323513 175831.8443044797, 523832.3450564439 175834.4913739265))"
3801,Capital Business Centre,4.0,51.3528381,-0.09386979999999999,POINT (-0.09386979999999999 51.3528381),2.413232437346911,"POLYGON ((532767.3899882784 163134.4815916591, 532790.9454913307 163230.8682057362, 532810.8963980542 163335.3511845052, 532813.8816318841 163362.5799584668, 532832.3906037286 163357.897789406, 532856.0998407399 163400.832098474, 532867.3318453359 163441.0163423417, 532906.053390386 163440.6099456901, 532906.3840960014 163509.6093698643, 532922.0889000227 163528.611949301, 532929.4102746159 163381.8630233384, 532930.4082540371 163316.9708411777, 532930.5213810405 163313.1570333295, 532904.628209274 163313.2180721504, 532884.255888021 163305.4109448189, 532874.0319505878 163276.0243509838, 532855.3915809734 163215.5178196985, 532816.1917555821 163164.2804656653, 532781.3808161387 163128.602478411, 532767.3899882784 163134.4815916591))"
3803,Broxbourne Gardens,4.5,51.7440933,-0.0622559,POINT (-0.0622559 51.7440933),0.15117772030402718,"POLYGON ((545767.9260771277 166494.0646159821, 545798.7685958657 166509.7911918389, 545826.7166473572 166531.2668147234, 545806.6479808883 166467.0254096604, 545791.3261101197 166472.1411701933, 545767.9260771277 166494.0646159821))"
3807,Crane Park,4.5,51.442983,-0.3782547,POINT (-0.3782547 51.442983),0.5531518970763043,"POLYGON ((513614.0742827934 172673.754155347, 513659.3151824601 172707.2622157454, 513683.0033049658 172724.7689807168, 513694.7341166233 172732.518533127, 513703.270039456 172738.2386391136, 513710.415277918 172744.2726378443, 513714.2214503047 172747.8845350377, 513720.1886491247 172739.7176333842, 513726.6589400233 172721.1590784726, 513728.9217680133 172711.0514638004, 513731.4889134751 172706.9364736054, 513739.8183029805 172666.1450065111, 513721.0329536618 172664.490786847, 513691.1928486562 172665.6051731485, 513652.5132624063 172668.9925829368, 513630.8940007669 172671.2586313694, 513614.0742827934 172673.754155347))"
3814,Berwick Woods,5.0,51.5325479,0.2183701,POINT (0.2183701 51.5325479),88.86775889186016,"POLYGON ((552378.01944552 182622.8419529006, 552385.8685869239 182629.4437317351, 552402.4673985004 182639.0126206607, 552418.8546115909 182642.4426534558, 552421.7635543178 182648.9296309722, 552421.610532084 182656.8049937082, 552400.9164109795 182665.7111776266, 552391.0237814842 182672.8379753414, 552395.2836993026 182679.6548493089, 552427.4219721444 182697.2918281655, 552443.2231559388 182720.4710349749, 552457.0553207962 182731.2926692246, 552508.1236322772 182777.2452833026, 552531.5450560919 182780.3972209875, 552572.995626607 182794.4750487579, 552608.7563044587 182828.3047770446, 552689.1362610479 182873.3037705857, 552706.1101373236 182897.8324742349, 552721.5655828713 182910.9741957308, 552742.2892903207 182927.3907909551, 552765.844677754 182974.5333337592, 552817.5971659921 183024.5723381599, 552869.2351860985 183052.5489446243, 552911.1541194859 183100.5455899056, 552932.420015699 183108.3647829448, 552950.8831287399 183135.4768871496, 553068.193920898 183290.8909748062, 553103.5574180387 183325.2356823867, 553113.4092103101 183338.1095965269, 553129.2141029821 183348.1023105465, 553157.5478754704 183360.9215505248, 553171.1632906483 183390.5595502303, 553179.3813958575 183397.9751599257, 553239.0912261329 183437.5630466621, 553297.3352591643 183506.357045666, 553312.2040267256 183510.0781866628, 553397.0627836358 183586.889358328, 553413.9703476599 183590.6724079285, 553429.6775766142 183611.8933549061, 553438.9932990076 183645.6761925577, 553519.8523757595 183749.9378250884, 553531.5952146472 183784.4620745769, 553572.5628079943 183839.4034701234, 553599.7301212132 183847.059148226, 553604.6910982737 183884.3056341159, 553625.0474657523 183895.6620424229, 553645.4592700666 183937.9839778872, 553660.5346131074 183950.4272878186, 553668.7165652167 183981.9169593627, 553690.6798576493 184020.6576861267, 553688.0587766408 184046.934281892, 553708.2664922893 184063.1726584432, 553729.8352335549 184135.0914559402, 553726.2491107781 184173.0587643258, 553737.9767051132 184188.0610604733, 553738.2746582304 184218.3326974651, 553748.5158492117 184242.0716239098, 553755.702093041 184286.2307393485, 553768.9112996587 184332.5089478845, 553770.2708815318 184400.1318543497, 553799.6053299623 184444.7394522883, 553806.6690049063 184488.1047437575, 553969.1510243166 184443.3682541326, 553997.3375467866 184421.1951502688, 554060.4621442347 184413.3049893705, 554087.742591207 184421.0002954804, 554113.2539262203 184422.2644944531, 554365.9261057652 184384.1638661906, 554353.2506440836 184224.4062135125, 554378.0030361705 184087.4570366851, 554385.2595845317 184028.4766026122, 554381.4370950388 184024.5204699068, 554378.518124955 184015.5053513445, 554377.6118958226 183997.3690921866, 554366.2738690821 183945.6254567331, 554349.369346744 183853.4327517754, 554340.5891872925 183805.4399160852, 554327.1697911683 183768.0132539027, 554303.9891699695 183709.8217113614, 554275.7779636261 183639.4235520194, 554208.4242989953 183649.9989858517, 553998.2489233641 183654.7611410713, 553991.0471953626 183633.3399338504, 553974.9577927314 183586.795772965, 554092.8190166004 183525.5497319751, 554142.3101175713 183520.7411627786, 554204.5551128512 183519.1029093236, 554206.1563865297 183509.1233294188, 554215.0659288495 183504.0069561555, 554227.3830429321 183509.2115221632, 554248.4736682153 183544.3999880209, 554262.4529529607 183593.8304939647, 554270.2997963516 183626.6578294334, 554275.9974654489 183625.1169139464, 554262.1868472579 183578.1401027759, 554257.5496025807 183553.0010222461, 554257.1373342457 183534.1229856445, 554264.9773064039 183462.0712030014, 554274.4325337609 183417.7490506418, 554253.7434214262 183403.1522395462, 554241.1595689699 183396.8932911298, 554142.8709395854 183372.828280612, 554129.2620706015 183376.0881115418, 554113.2774402462 183384.429097627, 554099.4040805128 183388.1707019764, 554019.5200197714 183373.00310366, 554009.1017581651 183424.8871168001, 554006.4285920642 183428.7906031091, 553997.4863688687 183444.6023389808, 554002.6002797124 183447.6623846071, 554000.7370951975 183456.6768795698, 553979.7130678052 183473.0237631107, 553944.1069750621 183485.8233184518, 553900.8058014131 183506.74854528, 553870.5622168188 183519.6888749286, 553820.7002330469 183542.942461732, 553808.5491332011 183554.249785887, 553741.0538731224 183579.830423567, 553718.5603292128 183582.6219627802, 553705.7886771521 183588.0674611989, 553693.6572650372 183598.5074962414, 553676.0564833716 183603.1836092922, 553657.9176061228 183600.4086360293, 553642.7194946876 183592.9034116446, 553630.5259015467 183584.7545608548, 553601.9343692493 183572.2697925613, 553565.4894600074 183560.7608390988, 553477.8616853778 183529.6853115105, 553412.8595818661 183505.661262956, 553411.4426713113 183414.4637330054, 553412.9435321384 183389.1438046937, 553391.6914657119 183385.0626009945, 553395.0047331016 183356.7366731411, 553221.4876733617 183249.0687278201, 553123.7520950774 183181.8228341816, 553120.9498795867 183171.3763404005, 553117.2985958732 183159.8469010459, 553089.7407387187 183130.6902979802, 553059.8490692324 183076.2207765971, 553018.0120175993 182985.219185237, 553018.9345361099 182976.0313825286, 552982.4570947242 182970.7252959622, 552982.9523618603 182955.4365391021, 553053.6328454597 182811.3742602135, 552946.6087602075 182743.9526118476, 552991.4035631515 182572.0753770111, 552938.0481236547 182594.2976967825, 552874.0793870976 182613.2071445376, 552757.4993959863 182632.2042496905, 552739.4906873414 182635.135183454, 552691.8610921818 182641.7945070883, 552680.7834949341 182642.1292852024, 552647.3419414305 182643.1497494956, 552603.6165416662 182642.8152249696, 552539.8486381322 182638.6959454692, 552467.2873528819 182632.8332206168, 552378.01944552 182622.8419529006))"
3815,Andrews Road Car Pound,2.0,51.513233,-0.0425406,POINT (-0.0425406 51.513233),0.4758275882655543,"POLYGON ((534717.2117990048 183539.4040432569, 534743.951111558 183541.8049909622, 534740.8177678357 183612.2852456848, 534777.0738668421 183613.2919659269, 534779.0825143964 183593.0475858325, 534786.9097281521 183514.1343997695, 534780.9167057665 183513.4856880114, 534774.0030518379 183512.7457798187, 534748.6612874899 183510.5041749243, 534720.481172552 183507.7311403829, 534717.2117990048 183539.4040432569))"
3816,Lewis Cubitt Park,4.2,51.5382064,-0.1251412,POINT (-0.1251412 51.5382064),0.44707049892245354,"POLYGON ((530089.2105312228 183747.3235660194, 530122.8621784456 183883.4429606613, 530123.5574554864 183886.9103648388, 530151.1951672292 183878.3048574569, 530121.2668501399 183737.4623694324, 530089.2105312228 183747.3235660194))"
3817,Lewis Cubitt Park,4.2,51.5382064,-0.1251412,POINT (-0.1251412 51.5382064),0.44707049892245354,"POLYGON ((530089.2105312228 183747.3235660194, 530122.8621784456 183883.4429606613, 530123.5574554864 183886.9103648388, 530151.1951672292 183878.3048574569, 530121.2668501399 183737.4623694324, 530089.2105312228 183747.3235660194))"
3818,Old Wilsonians' Association,4.4,51.3781538,-0.0032831,POINT (-0.0032831 51.3781538),3.1639094396592475,"POLYGON ((539004.9130081024 166186.2124631184, 539036.2975260508 166255.90589884, 539084.4505955235 166326.6238543141, 539136.8924413467 166385.5742843208, 539252.7551517885 166324.9682704572, 539238.7348762993 166257.0933405207, 539222.2404133645 166263.3427542696, 539218.1013022304 166258.0664112815, 539196.413441034 166209.0674516709, 539192.1813967477 166209.2414186242, 539188.2700768983 166209.4018752854, 539174.7677497884 166193.765943311, 539158.704386618 166170.9048237217, 539131.2648220251 166186.2484605596, 539115.8160905591 166197.5677870469, 539103.4747940371 166162.8231964534, 539004.9130081024 166186.2124631184))"
3819,Cumnor House School Sports Ground,4.0,51.3468969,-0.1129013,POINT (-0.1129013 51.3468969),5.1426996462245524,"POLYGON ((531431.9975562461 162609.2618658991, 531443.899595099 162675.1193966925, 531470.5271543697 162763.3879302283, 531609.3799130385 162761.8756362544, 531637.6600328588 162604.2606101061, 531629.5048712685 162600.0113715922, 531615.9502079434 162589.2248676129, 531612.2826961273 162571.9831002631, 531624.1508545019 162562.207213238, 531615.2101266769 162535.4158868906, 531620.0449208907 162501.635125152, 531455.6089101071 162440.3318835496, 531440.4061622206 162546.7417722355, 531431.9975562461 162609.2618658991))"
3821,East Greenwich Pleasaunce,4.5,51.484675,0.0137639,POINT (0.0137639 51.484675),2.2503590420405004,"POLYGON ((539828.9641647666 178121.8672068139, 539844.9268031525 178127.069037408, 539840.7389814488 178158.5922339106, 539838.4963591122 178195.4326921204, 539844.242062862 178195.1900309826, 539846.6010360387 178160.6897578385, 539991.1613237705 178204.3839512852, 540012.5314605068 178081.5234968112, 540013.7934710779 178073.0337901496, 539891.0824611307 178038.152789233, 539847.2413254944 178025.6963857711, 539839.9950471725 178063.8348542964, 539828.9641647666 178121.8672068139))"
3822,Batley Park,3.9,51.4776466,0.0196805,POINT (0.0196805 51.4776466),0.31535138181535216,"POLYGON ((540325.281675295 177324.7985886395, 540326.437264464 177359.4958409866, 540346.7295937131 177364.5069724995, 540369.5405805614 177371.9246670087, 540412.4175221834 177392.5493560638, 540419.3234229195 177389.8353993627, 540420.9793568975 177383.2151046849, 540418.2010429862 177378.1305810199, 540348.2892857435 177316.5303666347, 540325.281675295 177324.7985886395))"
3823,Crown Farm,2.5,51.5764115,0.1543916,POINT (0.1543916 51.5764115),1.5166941433507923,"POLYGON ((549325.1087264926 188502.5827485577, 549347.542242188 188638.9031943503, 549429.2785077199 188643.9496486048, 549434.5760782165 188611.9744103742, 549443.8868221304 188526.9064614901, 549389.4527814847 188523.4545515224, 549387.2170888112 188473.1826954167, 549334.1897273888 188456.0944939498, 549325.1087264926 188502.5827485577))"
3824,Chelsea Waterfront,4.1,51.4770438,-0.1822335,POINT (-0.1822335 51.4770438),1.9167628485442039,"POLYGON ((526294.1353744001 176920.3430181726, 526310.1035136477 176914.7195107569, 526314.7161026479 176914.7672376196, 526319.7837381427 176915.2379712093, 526331.6053591 176918.2242165817, 526340.8702591913 176922.037191569, 526349.2888280796 176926.0739696047, 526361.8460392536 176933.5739486521, 526402.8131045576 176957.9474200156, 526431.8497123223 176974.7587276005, 526436.9519821684 176977.1888337345, 526444.084997287 176979.8251852622, 526459.1429435045 176985.3846523753, 526463.4470335033 176986.6599730861, 526467.0269327869 176987.4388287031, 526470.9467798498 176987.9590819936, 526476.2979011917 176988.2033485552, 526487.5241982285 176988.0150360574, 526491.2345145119 176987.7400632256, 526495.2939703283 176987.39588126, 526499.0331697781 176987.0771231069, 526529.3516289934 176983.3354810318, 526531.5730581091 176982.3002467326, 526533.440490752 176980.1323600367, 526534.5511700372 176976.8218057981, 526531.4122181891 176952.7200479924, 526527.3691386146 176921.6635456228, 526522.2397962656 176882.3125067209, 526518.358817335 176856.1894150838, 526434.0244340501 176869.0484494289, 526405.8218101611 176871.5079715335, 526383.2366751796 176904.0616413314, 526319.7497156301 176866.2217308333, 526306.488316572 176887.9244588357, 526294.8351461337 176906.9854708624, 526294.1353744001 176920.3430181726))"
3828,Maberley Playing Field,4.0,51.401486,-0.047446,POINT (-0.047446 51.401486),4.5500868301513115,"POLYGON ((535819.3669094236 168719.5066510568, 535843.0925499141 168753.8559205951, 535826.2454478 168765.7260072117, 535858.1395374699 168808.282687123, 535823.5571428827 168835.0704664455, 535868.0758456467 168894.3881795768, 535851.7178715311 168910.1214591013, 535876.789236638 168938.5867168799, 535895.7566737261 168920.7864609688, 535956.8257515447 168983.4725645147, 535960.0648585698 168986.5077921602, 535962.2152716056 168988.8685865844, 535966.9884766984 168984.7449221024, 535973.5763520435 168982.2609240699, 535978.2124631113 168980.1477741319, 536074.5649835475 168903.8418838934, 536036.9510352369 168827.9031596664, 535953.7991755027 168670.7746118595, 535910.1119362128 168698.3096427042, 535912.3669676573 168701.4521510159, 535857.8382435369 168744.0553645223, 535846.8845991424 168726.459769077, 535834.0396933545 168709.0475358195, 535829.3328105868 168712.505419055, 535819.3669094236 168719.5066510568))"
3829,Putney Plaza,3.0,51.4593394,-0.2104371,POINT (-0.2104371 51.4593394),0.6135688582758263,"POLYGON ((524397.4477456044 174899.467956577, 524403.4463458082 174964.6296319612, 524528.743801699 174954.128418778, 524520.2762676856 174943.6622365758, 524479.6102947079 174918.4667144311, 524455.8057734343 174902.4294393312, 524435.9601914397 174884.8088430926, 524397.4477456044 174899.467956577))"
3836,King Edwards,4.2,51.5411644,0.0028371,POINT (0.0028371 51.5411644),0.22200041745003757,"POLYGON ((535139.8072824639 184005.6526036547, 535184.9743034316 184020.3535121238, 535198.3409337152 183971.3226197253, 535155.7753316402 183960.5523341944, 535146.8301948074 183989.7482148597, 535139.8072824639 184005.6526036547))"
3837,Battersea Exchange,5.0,51.475942,-0.1454919,POINT (-0.1454919 51.475942),0.40600474056584157,"POLYGON ((528744.074172268 176844.6789486477, 528748.1867475949 176904.0477093005, 528748.9374586223 176920.7912375674, 528757.9558413937 176927.6958759321, 528761.5279219138 176930.4234612462, 528769.0261350778 176936.1657849316, 528774.7172840547 176918.5837911212, 528792.6197348671 176875.3727819793, 528799.0906988943 176863.7748542729, 528812.3531801093 176839.9973801997, 528849.0251193321 176786.9020275885, 528840.1930579169 176780.5917062867, 528838.0509875297 176784.2317858489, 528824.9769621264 176802.7506931275, 528809.9427370883 176818.8276151714, 528789.0092831079 176843.9576703231, 528775.2560012321 176864.6182258178, 528767.5152065739 176859.6709349341, 528744.074172268 176844.6789486477))"
3838,Heathwall Pumping Station,4.0,51.4827368,-0.1358468,POINT (-0.1358468 51.4827368),0.23109459845632788,"POLYGON ((529516.7066996902 177607.3016696326, 529519.7686648607 177611.4745457137, 529522.8978404115 177644.3915167847, 529543.0478996304 177646.7850981056, 529553.7727369685 177643.6086585185, 529562.5069670248 177646.3013894991, 529574.0729233262 177615.8283416196, 529529.3026752494 177584.6662689687, 529516.7066996902 177607.3016696326))"
3839,Prospect East,5.0,51.5483005,-0.0027362,POINT (-0.0027362 51.5483005),0.7551620677900581,"POLYGON ((538475.2650588437 185193.1802594566, 538536.0915489461 185223.4850931237, 538589.8830519882 185148.0556904313, 538523.1737937134 185112.8600566129, 538527.48997428 185099.6236508038, 538526.0461294928 185099.1391010637, 538511.7240154693 185094.3524444085, 538501.2217635319 185124.7693878055, 538490.6742265823 185157.8670839127, 538483.4798525166 185173.6067924773, 538475.2650588437 185193.1802594566))"
3842,Garthorne Road Nature Reserve,4.4,51.444996,-0.048205,POINT (-0.048205 51.444996),2.7524157898052213,"POLYGON ((535619.6509476972 173471.2950025001, 535731.9311384124 173736.4280157078, 535820.63906175 173929.4045193013, 535831.1443223557 173951.6180061856, 535843.181382749 173948.1999992562, 535879.6152627006 173937.8434731709, 535862.0616793833 173887.9111161341, 535840.0213384299 173835.4221442714, 535809.8344403917 173762.19600255, 535748.6416160916 173586.3557331885, 535717.961408239 173590.0005890357, 535702.7015345166 173574.7159032233, 535683.6597995418 173533.2798638341, 535671.5395161726 173512.1142954591, 535664.2810252646 173504.4874808363, 535651.6148362879 173475.8739216806, 535619.6509476972 173471.2950025001), (535649.2196140192 173521.1678942887, 535652.8844509157 173520.1192983821, 535655.4352151416 173519.3860062145, 535666.151313559 173531.6562439874, 535674.6554575629 173541.5974809098, 535680.7921781184 173555.0477691357, 535678.6826805857 173561.1453735647, 535667.8890866435 173551.7885792441, 535657.2763860287 173535.6374142015, 535649.2196140192 173521.1678942887), (535738.6079435311 173639.8255570426, 535748.2656554934 173642.9984524114, 535752.663515904 173648.6240201601, 535754.7547190017 173655.4789696364, 535750.7857279504 173658.2887387527, 535742.7729065432 173654.1915317191, 535738.7360091599 173647.2847411631, 535738.6079435311 173639.8255570426))"
3843,Garthorne Road Nature Reserve,4.4,51.444996,-0.048205,POINT (-0.048205 51.444996),2.7524157898052213,"POLYGON ((535619.6509476972 173471.2950025001, 535731.9311384124 173736.4280157078, 535820.63906175 173929.4045193013, 535831.1443223557 173951.6180061856, 535843.181382749 173948.1999992562, 535879.6152627006 173937.8434731709, 535862.0616793833 173887.9111161341, 535840.0213384299 173835.4221442714, 535809.8344403917 173762.19600255, 535748.6416160916 173586.3557331885, 535717.961408239 173590.0005890357, 535702.7015345166 173574.7159032233, 535683.6597995418 173533.2798638341, 535671.5395161726 173512.1142954591, 535664.2810252646 173504.4874808363, 535651.6148362879 173475.8739216806, 535619.6509476972 173471.2950025001), (535649.2196140192 173521.1678942887, 535652.8844509157 173520.1192983821, 535655.4352151416 173519.3860062145, 535666.151313559 173531.6562439874, 535674.6554575629 173541.5974809098, 535680.7921781184 173555.0477691357, 535678.6826805857 173561.1453735647, 535667.8890866435 173551.7885792441, 535657.2763860287 173535.6374142015, 535649.2196140192 173521.1678942887), (535738.6079435311 173639.8255570426, 535748.2656554934 173642.9984524114, 535752.663515904 173648.6240201601, 535754.7547190017 173655.4789696364, 535750.7857279504 173658.2887387527, 535742.7729065432 173654.1915317191, 535738.7360091599 173647.2847411631, 535738.6079435311 173639.8255570426))"
3847,Acton Cemetery,4.6,51.5234733,-0.2636432,POINT (-0.2636432 51.5234733),5.384717856021711,"MULTIPOLYGON (((520464.0687414828 182004.7603345447, 520508.431848992 182043.254110862, 520698.7410426391 181981.8117809579, 520641.2018982377 181896.0704935126, 520607.041647294 181843.553171038, 520592.8758911121 181823.6114849831, 520515.4748555687 181922.1945226973, 520464.0687414828 182004.7603345447)), ((520559.2198389058 182071.8754921254, 520652.2244128612 182233.3638407466, 520797.1641965523 182183.8665425359, 520756.5756133004 182082.7823421449, 520724.7571556033 182034.3476904868, 520559.2198389058 182071.8754921254)))"
3852,Potters Fields Park,4.5,51.504214,-0.0786759,POINT (-0.07867589999999999 51.504214),0.5482152351451326,"POLYGON ((533382.3227536356 180032.4318749583, 533411.9861153685 180114.9226114256, 533419.7772285325 180118.1316292819, 533425.27584101 180129.570793579, 533427.7420479466 180131.1266669018, 533429.0758728216 180135.0787070878, 533466.7910290258 180118.475526959, 533479.3860296947 180111.4395340299, 533455.2841716667 180089.619160096, 533427.6509570064 180020.5572006675, 533418.0505875614 180025.9470911258, 533413.2521052385 180016.1398650573, 533382.3227536356 180032.4318749583))"
3853,Potters Fields Park,4.5,51.504214,-0.0786759,POINT (-0.07867589999999999 51.504214),0.2081642673733173,"POLYGON ((533467.3287309414 180120.2144736517, 533474.8050834771 180144.4025929633, 533492.8958109787 180146.7916352121, 533504.2007549761 180144.4511998905, 533504.4419151029 180145.5814548098, 533514.3775888268 180143.5500472673, 533548.5714211025 180135.9576333385, 533579.1131993742 180129.3933999066, 533575.1276235991 180126.1951038949, 533573.1108009627 180125.7748873344, 533541.8032827354 180122.626607423, 533541.7164900562 180121.7007085554, 533514.5003675744 180118.515417218, 533480.6581901941 180116.6808100608, 533467.3287309414 180120.2144736517))"
3854,Potters Fields Park,4.5,51.504214,-0.0786759,POINT (-0.07867589999999999 51.504214),0.048988135361364246,"POLYGON ((533474.5102184362 180161.1869003612, 533480.4761497898 180170.6910145859, 533478.8540857977 180196.2315407231, 533523.4664919507 180166.0891573283, 533576.5638329185 180146.5969752702, 533574.71123857 180145.2129422225, 533557.409378305 180151.3905912508, 533537.6262263076 180158.7049322756, 533525.4752323421 180163.1151216106, 533515.225124 180166.8074379062, 533505.5520164247 180172.3287815271, 533483.2776389023 180185.1307394726, 533482.2865746224 180166.2762521682, 533477.2788904405 180154.6607339578, 533474.5102184362 180161.1869003612))"
3855,Potters Fields Park,4.5,51.504214,-0.0786759,POINT (-0.07867589999999999 51.504214),0.1592968186077373,"POLYGON ((533478.547589802 180155.2726993788, 533483.2843034585 180165.8350779331, 533483.5241897313 180173.0967895637, 533484.0661180111 180183.1372880998, 533496.0346492254 180176.1516586412, 533514.4785236276 180165.6193952147, 533556.6983610727 180150.1700931315, 533574.1764252255 180143.6298494956, 533587.667065696 180138.7208360372, 533582.9602604515 180135.7483948868, 533574.0478493068 180136.8940665508, 533568.5008708923 180137.616294804, 533553.4588366862 180140.5149542344, 533553.2043197089 180139.6291602937, 533521.2446317298 180145.9782553681, 533478.547589802 180155.2726993788))"
3863,Canary Central,4.4,51.4977311,-0.0214061,POINT (-0.0214061 51.4977311),1.3989024917878614,"POLYGON ((537363.1310576147 179633.9391332658, 537370.9825320174 179634.3515776573, 537391.5944203653 179635.7542883191, 537418.3419127226 179637.5788670736, 537426.3355286162 179638.128778792, 537433.6604309449 179638.7496530464, 537442.6498242754 179491.7207771789, 537410.8630383806 179489.4817033097, 537411.3682787395 179484.6656789923, 537411.8533839791 179480.5947061378, 537449.9534809269 179483.3716845418, 537450.2745399099 179471.4953438178, 537474.5297123755 179456.3489201366, 537474.8254228189 179446.9535039454, 537375.6479379054 179440.8565185145, 537373.467080616 179474.5274369168, 537372.6712449378 179486.7581804852, 537372.5697796387 179488.7140178729, 537363.1310576147 179633.9391332658))"
