,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
651,Islip Manor Park,4.5,51.5473481,-0.3763002,POINT (-0.3763002 51.5473481),6.7462122715289565,"POLYGON ((512502.7619521705 184388.10949141, 512694.9142232605 184522.1027662304, 512734.9994450877 184550.0517093868, 512769.0997831315 184515.7614259975, 512811.03166229 184484.315665994, 512835.3677737868 184463.0379361912, 512862.5816354715 184437.7632126356, 512887.2020973666 184405.2767915218, 512857.3815276456 184388.9592138585, 512867.7846883752 184373.1575699407, 512855.8688087167 184365.260089087, 512867.2471674118 184355.5216652554, 512902.919239995 184299.315088948, 512932.4970772715 184277.5980364018, 512904.7047904666 184262.070778778, 512897.5260418121 184270.4338444728, 512859.6752459515 184241.1425666179, 512880.4476268193 184205.4774637174, 512920.0469153231 184148.3569275273, 512912.3616158264 184142.3669964939, 512881.4181951747 184186.7847187737, 512828.2767800845 184276.4269585247, 512769.2890937602 184240.5139044192, 512722.685190426 184265.4698809474, 512700.6681039927 184277.2644658964, 512620.5231584688 184379.7943720456, 512553.907748226 184321.5178460943, 512502.7619521705 184388.10949141))"
653,Yeading Brook Meadows,5.0,51.5339177,-0.4115411,POINT (-0.4115411 51.5339177),52.65393477311598,"POLYGON ((509884.0374157623 182544.2253328624, 509938.5021928439 182586.9925708428, 509921.1410276595 182618.6930645501, 509965.1714137784 182648.1618437097, 509922.2535973424 182704.8544148264, 510266.8402433747 182875.8746678215, 510285.2247732635 182884.9965717471, 510299.9026756657 182840.1659396485, 510319.8541209622 182826.3467871518, 510321.9498717544 182784.8032928457, 510462.7641671519 182553.8054622884, 510450.0015995144 182510.7595858652, 510472.4701553335 182491.04328933, 510517.4414355196 182477.1793024074, 510669.0964310654 182296.3116055755, 510714.923112534 182215.9120386007, 510786.167113181 182144.9900730198, 510894.031768241 182060.5934721879, 510900.6424013517 182068.0586883615, 510918.3564190746 182054.2596604975, 510931.9793001931 182057.1494354352, 511027.8220356324 181989.8497139414, 511021.5462034201 181977.2291610096, 511044.2328026723 181947.4286895332, 511065.1488803716 181971.6510741203, 511156.6168080753 181929.6810820607, 511147.3279961282 181864.1234531364, 511129.0639044578 181827.4864329885, 511024.9642702244 181875.1111352242, 510978.3716371336 181853.8995445241, 510887.7482486703 181966.5859810464, 510855.9845551266 181976.9966646361, 510775.5484320991 182003.3578678209, 510649.0253834362 181877.614065327, 510611.1767462358 181837.5708335561, 510576.9795971513 181821.383643063, 510393.9497175942 181910.6843107712, 510285.1744788411 181981.987400116, 510071.7106490487 182156.787233694, 510028.031782078 182193.2689255933, 510081.8222003798 182294.8348957014, 510082.391950248 182405.9401376561, 510068.9920318039 182447.2387165589, 510026.9180208906 182492.0773489231, 509927.4794196269 182545.7659641898, 509884.0374157623 182544.2253328624))"
654,Belmore,5.0,51.5501152,-0.1280431,POINT (-0.1280431 51.5501152),2.159128059168532,"POLYGON ((509998.5803121009 182067.8646115746, 510071.7106490487 182156.787233694, 510285.1744788411 181981.987400116, 510225.7942988818 181918.3155231043, 510137.6695544018 181985.7416962877, 510145.7538565927 181999.2347314938, 510122.6323526656 182018.3041564932, 510133.8036734787 182035.3798891662, 510124.6971531786 182043.1153300778, 510145.2624894463 182073.4454765412, 510112.7417272195 182096.806081703, 510068.0221946654 182038.7275123012, 509998.5803121009 182067.8646115746))"
655,Stamford Brook Common,4.1,51.49745679999999,-0.2468426,POINT (-0.2468426 51.49745679999999),1.0710635510202582,"POLYGON ((521708.7490073374 179056.7021990218, 521734.8412854018 179072.1031916204, 521846.290231404 179137.8727423051, 521884.8409128586 179046.6437861258, 521724.455482708 179023.1856999603, 521708.7490073374 179056.7021990218))"
656,Acton Green Common,4.6,51.4957642,-0.2642317,POINT (-0.2642317 51.4957642),1.6353927914807682,"POLYGON ((520882.0905060447 178795.1002984077, 520882.7802975571 178801.4367069998, 520890.4177221511 178809.1399459277, 520990.1693963756 178844.6809518016, 521175.4339983719 178905.4378447797, 521187.7226925398 178901.8362701506, 521201.6182443675 178868.9872452932, 521204.3015022054 178853.1509753503, 521204.3724262812 178826.8600070355, 521204.7962415341 178816.9449904817, 521095.1412704332 178815.5235040421, 520882.0905060447 178795.1002984077))"
657,Chiswick Back Common,4.2,51.4940303,-0.2581923,POINT (-0.2581923 51.4940303),3.0641963505732823,"POLYGON ((520883.0616053014 178734.3711382328, 520883.1606380558 178739.8478695154, 521047.9559850341 178764.9638815811, 521114.260983054 178763.6494180902, 521205.3038602534 178770.580535586, 521206.2102088463 178732.5484406785, 521170.4818642054 178725.8666735567, 521111.8462066919 178714.8453911539, 521090.6910977517 178676.8777446912, 521098.0853289156 178630.321230753, 521044.2247703337 178625.2337844209, 521025.1598374337 178599.8004545487, 520886.2014994175 178677.3653687384, 520883.0616053014 178734.3711382328))"
658,Gunnersbury Triangle Local Nature Reserve,4.6,51.4942864,-0.2711574,POINT (-0.2711574 51.4942864),2.7425030010031874,"POLYGON ((519973.7480084398 178515.8977506821, 520011.8576025412 178568.0686460573, 520037.5247883582 178642.3999031767, 520051.8763810042 178716.464223951, 520054.5893131848 178778.3705362375, 520046.7253101513 178833.4735573821, 520109.1035897435 178741.604252269, 520184.8994015657 178687.5052229118, 520301.2716393636 178656.954096811, 520305.752650619 178643.9861742723, 520141.3877686567 178611.5610368478, 520072.8933691615 178583.7735876053, 519973.7480084398 178515.8977506821))"
659,Benhill Recreation Ground,3.9,51.36752329999999,-0.1815666,POINT (-0.1815666 51.36752329999999),2.661816265892244,"POLYGON ((526592.8138734218 164842.3591748412, 526665.8064115231 164854.4386890195, 526674.2828165634 164855.8394543055, 526676.1372441889 164844.8140559128, 526715.8847486181 164850.2061041213, 526720.9888480715 164729.7937113306, 526711.9526941535 164635.813345428, 526735.5717007068 164633.8511048916, 526735.4480622786 164629.0077853333, 526734.765636468 164613.5576842449, 526615.2239582484 164618.2157334236, 526612.8806641131 164618.3356930814, 526612.2013153948 164633.6629991846, 526609.7187703616 164674.8159097969, 526607.1786294536 164708.4566654798, 526605.2096812655 164739.2853180827, 526602.738253417 164769.3115023788, 526602.500301452 164771.8870715356, 526598.6139994375 164801.1104320108, 526594.3696447352 164831.2929722553, 526592.8138734218 164842.3591748412))"
660,Benhill Recreation Ground,3.9,51.36752329999999,-0.1815666,POINT (-0.1815666 51.36752329999999),2.661816265892244,"POLYGON ((526592.8138734218 164842.3591748412, 526665.8064115231 164854.4386890195, 526674.2828165634 164855.8394543055, 526676.1372441889 164844.8140559128, 526715.8847486181 164850.2061041213, 526720.9888480715 164729.7937113306, 526711.9526941535 164635.813345428, 526735.5717007068 164633.8511048916, 526735.4480622786 164629.0077853333, 526734.765636468 164613.5576842449, 526615.2239582484 164618.2157334236, 526612.8806641131 164618.3356930814, 526612.2013153948 164633.6629991846, 526609.7187703616 164674.8159097969, 526607.1786294536 164708.4566654798, 526605.2096812655 164739.2853180827, 526602.738253417 164769.3115023788, 526602.500301452 164771.8870715356, 526598.6139994375 164801.1104320108, 526594.3696447352 164831.2929722553, 526592.8138734218 164842.3591748412))"
662,Dog Kennel Hill Open Space,4.5,51.4636738,-0.0830379,POINT (-0.0830379 51.4636738),1.0590428805507102,"POLYGON ((533034.6417849436 175463.60951991, 533108.5503007602 175518.4540690909, 533181.4547526713 175568.3104912669, 533208.5671025063 175523.0063150358, 533140.0419097093 175472.8634468809, 533144.0639680366 175467.1154040745, 533068.6459815756 175409.1039944554, 533034.6417849436 175463.60951991))"
664,Walker Ground,4.3,51.6258422,-0.1290709,POINT (-0.1290709 51.6258422),6.66011967294762,"POLYGON ((529472.950196562 193604.9731533691, 529486.5814290951 193602.228318958, 529486.5534732615 193620.3770898615, 529486.5059452311 193646.0589000114, 529488.169652815 193677.4040434316, 529726.1410065527 193703.1272741704, 529725.8995179208 193722.8173809022, 529740.9226678455 193721.1549321867, 529741.5392190075 193702.7763966995, 529751.01499369 193703.8093816017, 529755.7789844071 193691.6908724166, 529763.3004032619 193692.7739280432, 529771.8395560713 193678.2039419168, 529777.7140361224 193643.8470861397, 529781.7571646223 193580.4329634861, 529688.614288052 193569.154437903, 529698.7822055825 193498.5862376509, 529704.1560174527 193450.5069867831, 529685.007916432 193445.5318488511, 529676.5965374201 193442.1337909894, 529648.3953338687 193431.2294210989, 529621.5397829146 193416.1867338429, 529586.6402732008 193402.0510433687, 529542.160853475 193392.5444160516, 529528.0598297028 193389.5351444993, 529501.2294213006 193453.6237247815, 529487.3028934274 193523.9402622737, 529487.3056295031 193553.8853115148, 529472.950196562 193604.9731533691))"
665,Gunnersbury Cemetery,3.9,51.4946372,-0.2847935,POINT (-0.2847935 51.4946372),7.570155231054894,"POLYGON ((518953.0824497343 178625.1338023044, 519000.7134595048 178704.1454664142, 519028.7347895456 178754.7374622378, 519290.3471871897 178884.6061609121, 519276.9367180527 178745.6869523342, 519275.5541353049 178601.175014224, 519144.4295584231 178523.7758890483, 519053.90002107 178545.4448721217, 518994.2118414918 178561.9731364498, 518955.0754586692 178590.6990199806, 518953.0824497343 178625.1338023044))"
666,Edmonton Rangers FC,4.0,51.614897,-0.089289,POINT (-0.08928899999999999 51.614897),2.612204399944062,"POLYGON ((532271.3976067179 192375.1023008992, 532282.0148113247 192424.0204156674, 532296.1439413883 192452.2653584256, 532331.5500910335 192462.6716918797, 532396.2686875267 192466.1440324116, 532437.1188536346 192473.1436140197, 532462.4786682515 192480.9289639572, 532497.9867043202 192481.3350031729, 532502.9040908348 192481.3857884518, 532498.242434297 192341.3059189981, 532319.1177583809 192346.7039385032, 532319.1246903881 192369.2384485466, 532271.3976067179 192375.1023008992))"
667,South Ealing Cemetery,4.8,51.4970307,-0.3012081,POINT (-0.3012081 51.4970307),9.22972715337217,"POLYGON ((517715.2765512785 178830.3156976661, 517722.9725909049 178871.9846280693, 517725.4004792116 178890.7111314558, 517752.4663705784 178892.1610713332, 517754.2630138761 178903.0510310631, 517852.5834641854 178900.0544358253, 517939.7721465762 178935.0546309773, 517934.6756467847 178946.9864901328, 517881.469020392 179060.0002513254, 517996.1176646205 179099.9440937657, 517983.638970635 179149.5905257415, 518027.2183166942 179165.0885315106, 518051.6287784107 179173.7663871489, 518057.539350112 179134.5489708429, 518064.0737901376 179125.2987299993, 518118.2379609281 179000.5148274759, 518163.7631738505 178908.9882701723, 518070.1697536919 178877.674165161, 518062.9905619775 178870.1083483169, 518095.1695491422 178736.0016362324, 518016.5497682201 178732.9862320411, 517908.4146227818 178769.1318521889, 517813.7445391399 178790.1257297514, 517715.2765512785 178830.3156976661))"
668,Ascott Allotments,4.9,51.503746,-0.3021584,POINT (-0.3021584 51.503746),4.986155287025413,"POLYGON ((517775.216678325 179727.8900730876, 517856.6331451061 179738.0992701768, 517874.0587510847 179731.9608054218, 517922.6830187052 179742.6014955153, 517952.1460924476 179756.9594450856, 518074.3507038385 179781.7931024618, 518079.6394680715 179782.7949236294, 518080.7750719383 179750.0424248425, 518084.9922807799 179750.8413397992, 518091.3483821265 179640.1127074661, 518020.276726827 179620.6489411775, 517949.3157418433 179596.3932114345, 517874.964943697 179555.9820530919, 517809.9662264301 179514.0974616906, 517778.8122710458 179705.7647808134, 517775.216678325 179727.8900730876))"
669,Wealdstone Cemetery,4.0,51.5942549,-0.3225523,POINT (-0.3225523 51.5942549),2.6612174075926736,"POLYGON ((516232.457656883 189820.8307274159, 516349.4145481357 189842.2738641282, 516342.1841746776 189690.8304005158, 516318.8028897961 189595.3614848291, 516297.4327473176 189541.4744982108, 516250.3089229299 189548.9164448505, 516232.457656883 189820.8307274159))"
670,Centenary Park,4.3,51.5978269,-0.3042182,POINT (-0.3042182 51.5978269),8.530730990007969,"POLYGON ((517372.9662323499 190466.7066261066, 517377.3533195955 190482.8195942208, 517510.4899025605 190537.51123484, 517581.2181413717 190348.9628304594, 517584.2276664056 190342.0005724849, 517553.4514912579 190331.0721706913, 517569.1766929199 190290.9468386095, 517599.0983826841 190298.3950835794, 517621.6308228504 190233.4038634014, 517728.0072269768 190262.5783173331, 517792.0984505825 190089.6560327923, 517578.7400831321 190031.0815201846, 517372.9662323499 190466.7066261066))"
674,Enfield Bus Garage,4.1,51.6481801,-0.0504061,POINT (-0.0504061 51.6481801),0.6145894093947027,"POLYGON ((534925.523807832 196075.3540802203, 534938.4634521581 196124.8978954748, 534953.4203699492 196121.1461076175, 534970.9646605445 196198.6561325095, 535008.0282445463 196190.164064166, 534991.5797038906 196116.233092618, 534997.5695566065 196114.6235649028, 534985.3200970042 196061.5480413311, 534925.523807832 196075.3540802203))"
675,Mill Hill Park,1.0,51.61161,-0.2413,POINT (-0.2413 51.61161),6.380507170071924,"POLYGON ((521662.129565169 191680.7221985071, 521671.7550466944 191713.199752462, 521725.8879209711 191752.744326179, 521763.1773952318 191822.8846721092, 521767.6759240454 191842.3762526694, 521821.9594383752 191909.5541960543, 521823.6458747633 191948.5953067298, 521838.9529876426 191948.9969186925, 521851.0553434802 191948.9987827903, 521864.6026804773 191787.8925046067, 521891.0741082092 191620.6212999649, 521912.0395306467 191490.7494518996, 521923.7587799954 191420.6525198792, 521932.7973402489 191362.6307643895, 521920.7240753217 191370.2849146291, 521903.8850336808 191384.8122235715, 521871.6776551543 191422.7261833, 521857.9175901128 191441.7563056972, 521891.9668746491 191490.8227271176, 521834.3522978936 191544.9719883263, 521802.110803386 191501.9691933082, 521792.5326519887 191509.3164363234, 521767.9655271202 191517.9612731377, 521764.7074522935 191549.7398485477, 521732.4515969756 191583.7033358103, 521674.2849657381 191642.7814819143, 521662.129565169 191680.7221985071))"
677,Mill Hill Park,1.0,51.61161,-0.2413,POINT (-0.2413 51.61161),15.917723547569349,"POLYGON ((521827.2570762059 192121.0078702751, 521855.0178152237 192128.9417901445, 521937.6049518863 192113.9830780921, 521948.1749503085 192165.2332427935, 522001.5351923994 192159.4972663646, 522004.3249566376 192174.2411702857, 522058.2037732914 192165.9590429583, 522064.6229520186 192207.7292796934, 522092.803725891 192203.6684718349, 522097.6961471129 192203.0186565738, 522185.3009386117 192185.3698122571, 522186.9298467194 192167.5277801048, 522190.9419225758 192116.6622269871, 522182.1889171553 192043.6015823202, 522185.2712547839 191997.6763115407, 522187.8821131196 191961.5315597235, 522190.805129835 191922.2119770724, 522193.7124530456 191884.4053104639, 522201.243113103 191851.6617790507, 522143.8543980083 191820.9128706257, 522048.8478169499 191716.542175577, 521974.54913145 191609.9904398271, 521971.5796775377 191545.1479486236, 521935.8552271788 191541.5394042869, 521903.8507509349 191536.5073545271, 521880.6577914854 191691.0167004064, 521867.9499640354 191770.280929051, 521861.135218247 191824.8957569647, 521851.0553434802 191948.9987827903, 521843.6743427196 192044.7258474486, 521835.5977756589 192093.0680370184, 521827.2570762059 192121.0078702751))"
678,The Kingfisher,4.8,51.5488266,-0.0407033,POINT (-0.0407033 51.5488266),0.6829884534839745,"POLYGON ((518339.1416647743 169165.6456603423, 518341.2890085899 169183.4643114547, 518344.8185023483 169185.7937135688, 518349.9770347516 169184.4891997149, 518388.8639632298 169189.1187800712, 518384.3225720149 169227.0990381587, 518387.9309158043 169227.5276886466, 518386.6451571308 169238.2570741376, 518378.1447414266 169237.2475992448, 518377.0298322255 169246.6124045395, 518405.5031805835 169249.2981708036, 518446.6153489962 169252.4666687631, 518459.7953172968 169172.4067106874, 518460.070294079 169165.3589591943, 518410.8590650403 169164.5392152818, 518392.9595046973 169163.7566345959, 518350.3030283127 169165.3371203279, 518339.1416647743 169165.6456603423))"
683,East Finchley Allotments,4.0,51.59576029999999,-0.1642406,POINT (-0.1642406 51.59576029999999),10.841017667633297,"POLYGON ((526808.0424923308 190154.1206688721, 526898.7062135156 190182.9072439577, 527412.7635441668 190349.9016632117, 527407.9484396176 190287.8333729969, 527475.1844512066 190084.0425748906, 527267.730780788 190017.8490577275, 527145.7862090074 189976.4090158435, 527120.6275252403 190032.2278666121, 527116.3149240857 190043.6255635463, 527113.7169499465 190050.4928535961, 527080.1524566509 190030.8565971478, 527077.020146425 190040.7928327897, 527060.2763449874 190093.8407978847, 527164.63756091 190127.7604653942, 527150.4140143037 190169.2765081181, 527146.3531909646 190181.1367275597, 527140.5355760554 190198.1049248478, 526933.6491215702 190130.0698611833, 526856.1296671896 190103.5813038722, 526808.0424923308 190154.1206688721))"
685,Woodcock Park,4.4,51.5842153,-0.3016409,POINT (-0.3016409 51.5842153),12.472538876022648,"POLYGON ((517416.6399404546 188794.7854212892, 517448.2448218641 188771.2613181423, 517487.5023859286 188715.135507728, 517546.4420261147 188661.9030095712, 517646.7991404305 188634.4000907402, 517645.4132125771 188656.4878152742, 517644.7377107626 188710.3921433195, 517638.8860256472 188780.3545931317, 517668.0103116033 188781.6313217093, 517664.1299494223 188828.7630046814, 517686.9805364155 188822.5951265877, 517690.2442486748 188846.2261354122, 517671.928110498 188850.2516478365, 517689.4893745762 188878.7431116003, 517714.5857745816 188897.6403511919, 517726.2850421641 188887.2303755088, 517752.6692427458 188888.2770838846, 517759.5498191623 188823.3233655144, 517842.3807794781 188830.7780409467, 517847.4989418064 188699.1566330124, 517835.9568634834 188697.1080793846, 517837.145339981 188671.6221360565, 517920.3327342139 188678.1627599672, 517919.6953339536 188575.6262937891, 517913.0678179332 188401.5837523167, 517922.1845862925 188340.43191373, 517924.3861533796 188325.6511984281, 517880.6305215195 188302.0910353487, 517868.7368928251 188312.7409769514, 517827.869884202 188354.8849023056, 517784.6960632683 188391.0227572893, 517711.8719981375 188447.8802944564, 517660.5485382846 188486.678388783, 517612.8459213097 188523.613795109, 517614.0596974456 188535.5363909024, 517622.5426192652 188561.602753622, 517518.6897749212 188631.9074376718, 517475.7027049141 188633.5593635619, 517472.4879321248 188677.7690949022, 517468.9745837414 188702.856259752, 517466.1779078987 188717.3562971784, 517454.9523922928 188742.331548515, 517438.1964237126 188765.7767464601, 517416.6399404546 188794.7854212892))"
686,West Cemetery,4.2,51.4335779,-0.1028403,POINT (-0.1028403 51.4335779),7.39063301773488,"POLYGON ((528269.7410608225 187082.9666782942, 528298.389918498 187110.8759608538, 528299.889968165 187125.8693895245, 528289.3441105642 187127.716885559, 528291.315902627 187145.993755407, 528310.0113784513 187159.4414390574, 528348.3876412372 187190.4124054592, 528398.7911445899 187227.2853268253, 528445.6036467424 187244.3719704819, 528497.0880296448 187156.1432884401, 528489.9671940901 187152.2685262281, 528499.2162561729 187134.8210635566, 528494.0290459587 187132.0857903743, 528500.0946135955 187120.1326139331, 528514.4514638823 187127.718177881, 528540.1385096663 187071.039614532, 528558.9576208224 187001.8910753881, 528559.0010103425 187001.547219057, 528560.0446149381 186993.2057034446, 528561.7568784181 186984.202351019, 528554.2443672398 186973.0623765268, 528555.4318059104 186960.1399291173, 528555.703932238 186951.0444383628, 528557.0564452508 186929.1461915411, 528543.7601200172 186937.4331241744, 528541.9460754371 186936.4969448249, 528540.796119045 186935.900295482, 528539.6666721704 186935.3152937522, 528538.4404794421 186934.7167130841, 528536.2765249506 186933.9052002983, 528525.0097812691 186921.2124277744, 528525.0786960183 186920.1347957798, 528526.0340966464 186904.3244150809, 528531.0343227462 186900.4896832146, 528375.1834328012 186859.1209090737, 528360.4552349015 186855.2096191273, 528269.7410608225 187082.9666782942))"
687,Rounds Wood,4.6,51.5934827,-0.005502099999999999,POINT (-0.005502099999999999 51.5934827),1.1287080116991093,"POLYGON ((546022.8299446634 163012.5875458697, 546062.5379250876 163088.2963355239, 546166.8810706191 163100.2268245928, 546192.065623987 163056.1980670478, 546121.2404070324 163001.4778021937, 546084.2169171682 163001.3209453066, 546022.8299446634 163012.5875458697))"
688,Chelsfield Hill Wood,3.0,51.3479523,0.104691,POINT (0.104691 51.3479523),7.861563151425525,"POLYGON ((546366.4284869718 163224.8825309399, 546413.3756676859 163265.3785500728, 546515.3875356113 163278.02859451, 546538.5468756814 163280.8960878119, 546594.6462112381 163201.9651942973, 546645.5294593396 163200.4423641789, 546646.8062663005 163260.1409438608, 546963.4069447066 163170.7997968965, 546956.587467181 163096.0288640104, 546884.9488674338 163090.9870437762, 546889.2211980072 163046.3604976019, 546553.0103477496 163024.6233647733, 546474.2563043789 163019.5391524642, 546427.6396919311 162976.436864502, 546429.0900427682 163030.1751480633, 546577.2325803712 163079.1705544781, 546524.3726605087 163253.6468626217, 546366.4284869718 163224.8825309399))"
689,St. Luke's Cemetery,2.5,51.3866015,0.04778839999999999,POINT (0.04778839999999999 51.3866015),1.84682565790854,"POLYGON ((542585.0733487274 167288.3707389912, 542590.2279306955 167317.716063951, 542620.5545468805 167344.7933610748, 542688.1115153551 167365.1660174665, 542715.2600744513 167270.5420626043, 542757.3270190229 167283.6482419447, 542765.1431635852 167260.6192596002, 542648.0870618407 167172.1018512576, 542618.7700852656 167237.4530597407, 542599.3154671311 167227.9621677357, 542585.0733487274 167288.3707389912))"
690,Churchfield Recreation Ground,4.0,51.6313227,-0.0695607,POINT (-0.0695607 51.6313227),4.346588761256396,"POLYGON ((533584.4731328869 194211.674612516, 533648.1376377302 194299.321148842, 533607.806320493 194340.9439816753, 533582.7083669523 194446.4223529783, 533595.0963885237 194461.416402982, 533626.562073597 194441.0479820696, 533674.2647896522 194412.6623302602, 533687.1663693727 194399.0372384584, 533696.9264850947 194388.7232849856, 533868.1104616275 194207.9081559933, 533847.3523049579 194183.6447825914, 533806.5017220601 194199.7576030783, 533733.2895800705 194136.1607657814, 533724.8611818749 194140.0888700004, 533687.50336437 194159.2661816464, 533651.8307740749 194182.0381687132, 533612.7038696801 194200.5683617698, 533584.4731328869 194211.674612516))"
694,Selsdon Recreation Ground,4.0,51.3418879,-0.0552607,POINT (-0.0552607 51.3418879),3.703746995402834,"POLYGON ((535399.0858706526 162075.4748491514, 535422.3732922975 162100.6505501394, 535448.3699718476 162122.9937933559, 535646.4188380991 162224.2213488329, 535674.3420203546 162190.9779968516, 535697.3302961474 162162.2329662081, 535713.8819179033 162145.4575912706, 535691.6741839915 162123.5139463877, 535609.7318662507 162045.815712108, 535594.5013826129 162061.6583394352, 535582.4357777175 162059.0794422574, 535569.6885492762 162055.6590458749, 535557.3040596426 162050.1228945506, 535549.6493697991 162044.1557731875, 535545.4858124503 162038.7374502526, 535543.5007128319 162029.226221661, 535546.9569580063 162018.7353355524, 535548.1440456955 162011.2889435278, 535557.504271084 161996.3031728725, 535523.5516936493 161959.88331386, 535501.4463718378 161980.0396206053, 535460.0625340407 162017.3227437462, 535440.0286980825 162036.3880171549, 535438.1986102279 162038.1199819183, 535436.6361269486 162039.7477580911, 535426.4672582641 162050.2834657611, 535399.0858706526 162075.4748491514))"
695,Newbury Avenue allotments,4.5,51.59564,-0.1493534,POINT (-0.1493534 51.59564),0.7117688321036404,"POLYGON ((536596.5661510777 198409.4247378855, 536595.8035182417 198481.6731781047, 536677.8705744084 198477.9717226437, 536692.7649757727 198388.3331016405, 536596.5661510777 198409.4247378855))"
696,Pine Walk Allotments,4.9,51.41037430000001,0.0294972,POINT (0.0294972 51.41037430000001),1.7968635246093236,"POLYGON ((541218.0541001252 169967.3110292631, 541243.9960531098 170046.5519688699, 541279.7488291166 170102.7061881431, 541283.3727873873 170109.0496647353, 541473.3115033815 170061.7999126892, 541475.7646622844 170052.6424389168, 541311.887374341 170020.7895794488, 541298.1145969066 169957.253829929, 541255.2070806946 169932.2391553948, 541218.0541001252 169967.3110292631))"
697,Eltham Palace Allotments,4.6,51.4470096,0.0485118,POINT (0.0485118 51.4470096),0.5657168256359173,"POLYGON ((541309.8832218874 174329.1322006193, 541407.3781356916 174392.4445793791, 541419.5997524648 174377.5044056875, 541412.3617850071 174368.7232835396, 541413.1500776148 174336.8284030441, 541407.3459927799 174336.7562706656, 541397.3364905273 174336.6341542162, 541397.5718327423 174315.885889151, 541413.3788449715 174316.0688246441, 541413.3626152868 174309.8920121202, 541407.2436769612 174310.3898247838, 541407.0691896791 174307.1576919946, 541406.887753939 174303.9253663081, 541413.7799453397 174303.6270811817, 541413.7092161535 174299.1625567509, 541325.3084849273 174305.2331724986, 541309.8832218874 174329.1322006193))"
698,Park Hill Recreation Ground,4.3,51.5439951,-0.303557,POINT (-0.303557 51.5439951),6.176539395049086,"POLYGON ((532874.2149509974 164794.1955414672, 532884.4443329896 164854.0275355069, 532888.9100947719 164847.5673045032, 532901.3745903583 164839.6794090369, 532918.9914366731 164834.2846460121, 532938.7774515348 164838.1488999788, 532951.1407831789 164849.9431838266, 532958.2897440492 164864.8399102875, 532955.6427308946 164882.5083864434, 532953.1864481407 164887.496381503, 532948.7987730841 164890.954143331, 532937.6476515613 164895.215124921, 532933.7315710579 164898.484874958, 532929.552836475 164903.5504614399, 532927.6479957122 164909.5654269537, 532927.6496033043 164916.9986938551, 532928.3229418413 164920.0317900248, 532886.5146553717 164918.4989397454, 532883.4479437961 164948.8308377978, 532878.8562296524 164994.9464864198, 532880.4960142237 165050.259832593, 532888.1637561959 165070.3776729784, 532893.6449419964 165085.3867191696, 532892.4505059713 165114.6990805915, 532891.7547471845 165132.6075162407, 532893.5806541776 165154.7877839408, 532891.3160949521 165239.6879766971, 532870.550977686 165268.7026350898, 532868.6692446186 165384.6810152075, 532901.1103129694 165394.3492121844, 532903.3592294976 165393.5731607965, 532943.389195351 165379.7929703129, 532971.2997653068 165370.3266365589, 532973.5482095787 165301.3495733749, 532979.3172651847 165179.5413399575, 532989.9957192484 165029.4188185027, 533068.4290943869 165019.0875142056, 533071.6569676038 165016.3006806741, 533073.2202246214 164998.2701857464, 533070.1212721833 164950.9194256663, 533025.8251362811 164914.9363573297, 533021.7428003468 164917.6342052476, 533012.531149189 164903.3179416419, 532991.5342961797 164875.8758898598, 532981.2439225628 164857.2363593691, 532940.6469498291 164783.1716590345, 532893.4641523699 164800.2266543346, 532886.1177322422 164798.5333287275, 532881.1094083817 164794.5195291052, 532879.6018921228 164791.6872953804, 532874.2149509974 164794.1955414672))"
699,Telegraph Hill Upper Park,4.5,51.467282,-0.04636589999999999,POINT (-0.04636589999999999 51.467282),1.6881948807675171,"POLYGON ((535714.3855100507 176092.1115685863, 535721.1282789204 176093.9049239922, 535860.836479989 176133.330928522, 535875.6895330349 176137.7557730644, 535897.6805991854 176057.5752615425, 535904.8711173001 176039.9956989844, 535925.7980995825 176041.077509878, 535930.1483326941 175990.0935267456, 535894.6530101768 176000.9749160894, 535883.8404364518 175999.3175049683, 535874.3327763525 175969.0846655119, 535863.5278532086 175972.3461142097, 535851.3610616331 175976.3724597419, 535859.8345323298 176005.2534070131, 535861.9975448163 176017.4407423445, 535858.9089487164 176021.442308487, 535798.2445586519 176037.0720048117, 535783.947251827 175991.4772469774, 535778.5308051698 175993.1132531653, 535791.042842331 176038.6714952529, 535724.8283850099 176060.708418448, 535722.5994999296 176077.3076976343, 535715.1443634147 176088.4150287216, 535714.3855100507 176092.1115685863))"
